text,label,source
I was in the cafeteria at the university and a class-mate told me á that a friend of hers had had all her teeth taken out because of á an infection caused by her eating a rat's nail in her hamburger.,disgust,isear
"I had to meet a girlfriend to go out for a drink and she arrived á with her aunt, to whom I was introduced.  Then the aunt left.",shame,isear
"One night, after having decided to finish our relationship, I á took my girlfriend home.  While driving back home, I felt that I á had not handled the whole thing very well.",guilt,isear
The begining of my relations with my current girlfriend.,joy,isear
"When I am alone at night after having read horror stories, and á then I heard unexplainable noises.",fear,isear
A typical family argument.,anger,isear
The disqualification of two of my mates in the military service.,sadness,isear
The sight of vomit on the street.,disgust,isear
When criticizing something about a person and then realizing that á the person whom one is talking to is similar.,shame,isear
Not to have studied enough when exams were near.,guilt,isear
When I pass an exam.,joy,isear
Continous fear of a nuclear war.,fear,isear
"When you kill yourself with work and see the number of slakers á wandering around, doing nothing.",anger,isear
When someone in my family died.,sadness,isear
To loose friends because of them over-estimating themselves.,disgust,isear
When people next to me play the fool.,shame,isear
To force someone to do something that suits me.,guilt,isear
"I thought that I was going to fail a subject and so I began to á study for the final exam, then my friend told me that I had á passed it.  That meant that I could go home, as I do not study in á my hometown.",joy,isear
"I was in Sierra Nevada, climbing a peak over 3,000 metres high, á without any light and with many other problems.  I was afraid for á my life.",fear,isear
"I was living in a flat where things did not go very well for me.  á Finally, they threw me out and this prejudiced people I esteem a á lot.",anger,isear
"When I read the diary of the girl with whom I was living, it was á about another boy with whom she had been going around some time back.",sadness,isear
The man who threw me out of the flat disgusted me.,disgust,isear
"The first time that I caressed a girl, I was about thirteen and á she was eighteen.  I noticed that it did not affect her at all.",shame,isear
"I was going around with a girl without loving her.  Not only did á I go around with her, but we did many more things.  In the end I á was not very sincere to her.",guilt,isear
I met a girlfriend again after not seeing her for several months. á  I saw her in a discotheque.  We do not like discotheques but we á went there because we knew we would meet there.,joy,isear
"I was walking in the countryside alone when I came across two á dogs who began barking at me.  I did not know whether they were á tied up or loose, but I was afraid of them approaching me.",fear,isear
"I was angry when my sister began to talk nonsense and to laugh at á the way I swept the room.  My anger grew (I tried to control á myself).  After telling her to leave me alone, I vented my anger á on her as she did not obey me.",anger,isear
My mother was working with a knife and we were all laughing á heartily.  She was not able to control the knife and stuck it á deep into her hand.,sadness,isear
I read a book whose plot and expressions were obscene and in very á bad taste.,disgust,isear
"My mother had just been teaching me how to crochet, which is á thought highly improper for a boy in a town.  Just when we á finished, a neighbour walked in.",shame,isear
"It was about midnight and I wanted to go to the countryside (I á was in town) to watch the stars in the sky.  My mother did not á like this, in spite of it I went out for a while.  My mother got á angry.",guilt,isear
A friend of mine suggested that I become a film extra.  The idea á seemed very funny to me and my reaction seemed rather outlandish á to the others.,joy,isear
One day I went to the cinema to see a film in which I was á interested.  On arriving there I saw a long queue (which I had á not expected) and went back home without seeing the film.,fear,isear
"When I miss the train and I am late, and I have to wait half an á hour for the next one.",anger,isear
When I knew I had to go out with my mother on some errands.,sadness,isear
I saw in an ice-cream kiosque a cockroach walking through a á cornet.,disgust,isear
"One day in class, the professor asked me a question concerning something á he had been explaining.  He was very close to me (beside me) and I á had no idea what to answer.",shame,isear
Once I had some homework to do and I did not do it.,guilt,isear
"When they phoned me from Great-Britain to tell me that I could go á there, if I wished, in Summer.",joy,isear
When I was operated on the knee and had to go through rehabilitation.,fear,isear
"In a very important basket-ball match where a lot was at stake, I á played very badly.",anger,isear
When a friend of mine told me that he was going to commit á suicide.,sadness,isear
A TV program on whale-hunting.,disgust,isear
Once when I said bad things concerning a friend.,shame,isear
Family discord and uneasiness due to something I did not á communicate on time.,guilt,isear
"When I passed my driving test, as it was the fifth time that I á had taken this test.",joy,isear
When my mother was robbed in a shop.,fear,isear
I was given an exam which I thought did not measure at all my á ability or my knowledge of the subject.,anger,isear
Some friends and I were having lunch.  Someone said something á funny and one of the guys started laughing and spat his food in a girl's á face.,disgust,isear
"I was alone in the bus when I tripped and fell, and dropped all á my papers.",shame,isear
"As I was not paying attention, my little brother fell off the á table.",guilt,isear
When I passed the university entrance exam.,joy,isear
"One night, while I was sleeping, I woke up suddenly with the á sensation that there was someone in my room.",fear,isear
When my brother was held up and robbed.,anger,isear
When they told me that my grandfather was rather ill.,sadness,isear
When I see someone vomitting.,disgust,isear
When I fell head on in a fountain.,shame,isear
"I had to undergo an operation in Summer and so my family had to á stay at home during the holidays.  I felt guilty, above all á because of my brothers.",guilt,isear
I came across a friend with whom I had lost touch for a long á time.,joy,isear
"I had decided to propose to the man I liked to make a trip á together.  One day, during breakfast I told him my idea.  I was á afraid of his not accepting it and that the idea would end up as á a failure.",fear,isear
A person I trusted a lot gave me many false explanations to á justify a wrong action.,anger,isear
I was having breakfast with a classmate and suddenly I began to á cry as I thought of a friend of mine whom I had not seen for a á long time.,sadness,isear
"During lunch with some classmates, a priest was also there.  He á was eating desperately as if someone was going to take his plate á away.  He did it with gluttony.  He wiped his hands on his suit á several times and it was full of crumbs.",disgust,isear
When a professor caught me absent-minded and not paying attention á to what he was saying.,shame,isear
"One day, I was alone on duty when a patient choked while eating.  á I ran to her and tried to make her breath, but it was too late.",guilt,isear
"At a party, on New Year's Eve, I met on old friend whom I had not á seen for some time",joy,isear
Once I failed seven subjects at school and I was terrified to á give my report card to my father.  I left it on the table and went to á bed very early in order to avoid him seeing me.,fear,isear
"When, after drinking a glass of water, I found a cockroach walking á out of the glass.",anger,isear
"I have a very close friend who lives in another city and we have á been writing to each other for a long time.  The last time I went á to her city, just to see her, I was disappointed to see how great á the distance between us was.",sadness,isear
They asked me to throw the rubbish into a dustbin which had some á awful liquid accumulated at the bottom.,disgust,isear
The girl with whom I was going around had been forbidden to be á alone with me in the house.  We paid no attention to this á prohibition but one day her parents appeared and I jumped out of á the window.  They saw me.,shame,isear
"I was driving a friend's car, and I got close to the pavement to á ask my way and I struck a parked car.",guilt,isear
"Every time, in the last few days, when my girlfriend told me that á she loves me.",joy,isear
"I stayed alone in the dark at night in the mountain, waiting for á my uncle.  I remember that I took a big stone and it calmed me.",fear,isear
"We were at school, in the room for audiovisual classes.  We were á watching a film, and just behind me two classmates were bothering á me with their mocking and shoves.  I reacted angrily (I suppose)  á by hitting one of them.",anger,isear
"[ During a summer holiday a French girl and I had becoe back á home, I felt very sad.]",sadness,isear
Once I had to clean a lavatory which was obstructed.  It was in a á friend's country house and there was nobody there to help me.,disgust,isear
"In a Mathematics class, the professor asked me a question and I á gave the wrong answer.",shame,isear
"When I lost my study grant without having attended any exam in á the career I had started, and it was too late to cancel my registration.",guilt,isear
A party I went to last Christmas.,joy,isear
When my mother had a nervous illness.,fear,isear
During my last exam.,anger,isear
When I had to come back from my village last Christmas.,sadness,isear
One day I went to see a rather disagreeable film (X).,disgust,isear
Once I had to visit a rather special person.,shame,isear
"Once, I accidentally injured a boy in the eye and he almost lost á it.",guilt,isear
When I knew the feelings of a beloved person.,joy,isear
"A fall during a climb, with almost with no previous experience.",fear,isear
"On the occasion of assignment of tasks and responsibilities in á which such an assignment, dispropotionately carried with it high á responsibility and low ability of organisation and resolution.",anger,isear
"Moving to an unknown place, away from the familiar surroundings á and into a situation of loneliness.",sadness,isear
"When I had to sleep in a bed at a hostel, which was full of dirt.",disgust,isear
"While shopping, a person close to us created an uncomfortable á situation for those who were with her.",shame,isear
"Incomprehension and repression towards a child's behaviour, á commonly not accepted, and making the child cry.",guilt,isear
In a dark street at 4 o'clock in the night and there was á complete silence.,fear,isear
"When they broke the artistic work of several weeks.  Changes were á made and it was broken without permission, they had no right to á do this.",anger,isear
"When the train taking me to my military service left the station, á on the platform remained relatives, projects and goodtimes.  I á had a hard year ahead.",sadness,isear
"A situation of overt unfairness, manipulation of people and its á consequences.",disgust,isear
"A children's film in which I played a clown, with spotlights, á cameras and the director who demanded jumps and guffaws.",shame,isear
When a close classmate failed a year.,guilt,isear
I was talking to a friend and he said something which was very á funny.,joy,isear
"When I was young I saw a horror film.  Then when I went to sleep, á the film came back too my mind and the characters frighteneed my á imagination.",fear,isear
"In a confrontation with a person, he provoked me several times á till I reacted in an angry way.  Fortunately there were no á disastrous consequences.",anger,isear
I was watching a sad film and it affected me deeply.,sadness,isear
When I was reading a book.  It had nothing to do with the book á itself but with the disagreable smell of the pages of the book.,disgust,isear
In class I had to say something aloud and people reacted  by á laughing.,shame,isear
In an exam I answered the questions rather carelessly and á afterwards I thought that the exam would have been better had I á answered more carefully.,guilt,isear
"When I knew that there were, at last, no problems in making a á journey that I had been wanting to make for a long time.",joy,isear
It was more that fear - anguish -that I felt before my last exam.,fear,isear
When I had an argument with my best friend and I thought that I á was right and she was not.,anger,isear
When I realized that it was impossible for me to be as free as I á had imagined and that I could not do anythong about it.,sadness,isear
"The first time I saw a pornographic film, all that in practice is á so beautiful but on the screen appered as something mechanical, á irrational, disgusting and dehumanizing.",disgust,isear
When I stated sharply something I was not very sure of and a few á days later I was shown to be wrong.,shame,isear
When I do or say something inappropriate which hurts people close á to me.,guilt,isear
"When a study tour got confirmed, I was happy all the time till    á the tour began.",joy,isear
I was walking down a road and suddenly a few dogs appeared at a fence á and started barking angrily.  They were jumping and it seemed á that they would come for me any time.,fear,isear
"When I knew that they would not give me a transfer from one á university to another.  I began to insult the educatioon á authorities and the government, I ended up at the door.",anger,isear
We went to visit my mother at the residence.  She was crying and á said that she was about to die.  I believed all her complaints á and continously thought of the possibility of loosing her.,sadness,isear
"My dog had been run over and died near the house.  We had to pick á him up, cold and glassy eyed, to get rid of the corpse.",disgust,isear
A professor was going to read aloud in class a composition of á mine in which I had criticized some political attitudes and also á some class-mates.   I was ashamed at having written that.,shame,isear
In an exam when I answered the questions with very little á assurance due to insufficiet preparation.,guilt,isear
"When I received my report card in C.O.U.  I was afraid of obtaining á low marks, but they were much higher than expected.  ",joy,isear
"I was at the cinema with my sister and her boyfriend.  A man á sitting beside me started to stroke my leg for a while, he left in á the middle of the film.",fear,isear
My father began to say incoherant things concerning my brother's and á my own behaviour towards him.  His biased (authoritarian) and á ridiculous point of view made us angry.,anger,isear
I had failed some subjects in mathematics.,sadness,isear
I was at the table at a French friend's house.  They served me a á big dish with roast cauliflower and sauce.  I had to eat it. ,disgust,isear
This morning I spent a lot of time on my toilet and missed the á train to the university.  My mother told me that I spent more á time than a woman on my toilet.  I felt a mixed emotion of shame á and anger.,shame,isear
"I was alone at home when I broke a figure and then mended it.  A á few days later my mother noticed it and asked me about it, I told á her that I had no idea.",guilt,isear
When I fell crazily in love with a beautiful girl and she returned á my love.,joy,isear
"When I was caught by the police and was kept with a group of á delinquents, which added to my fear of being shut up.  I was á afraid of the people near me and the future consequences.",fear,isear
When I was the target of a great many insults and completely á unfair accusations of a large group of people.,anger,isear
"When my best friend died, at the age of 16.",sadness,isear
When I entered a brothel and saw two sailors with a young á prostitute who was not older than 18.,disgust,isear
When I was in a religious school my teacher showed me up in front á of all my class-mates.  They were very sarcastic and cruel.,shame,isear
"Having suffered a not very pretty sight, I reacted by uttering á some very cruel and sharp words.",guilt,isear
When I came across an old friend whom I had not seen for a very á long time.,joy,isear
I had an accident in which I hurt my eye.  I was afraid of having á injured it badly.,fear,isear
When I was accused of something I had not done.,anger,isear
A close friend died.,sadness,isear
I saw some images of a decapitation in a horror film.,disgust,isear
I slipped and fell in to a puddle and people started looking at á me.,shame,isear
I made another person cry for an unjustified cause.,guilt,isear
I received an unexpected letter from a friend I had met a short á time before.  He sent me a poem and wished me good luck.  I felt á very happy because I had great esteem for that person.,joy,isear
"A certain person started to say dreadful things very calmly, I á felt hurt and disgusted.",anger,isear
A certain person whom I respect and esteem a lot pays me no á attention.  She keeps up appearances but shows almost no interest á in me.,sadness,isear
In a bus I fell sick and vomitted in a bag.  The entire situation á was disgusting in itself.,disgust,isear
"A person (a male) told me that he liked me.  He has a problem, he á is a homosexual.",shame,isear
I rejected a person whom I had always thought to be a friend.  I á told him so and he reacted angrily.  I felt guilty at not having á realized it before and at having hurt him.,guilt,isear
When I received some good news : I obtained an amount of money I á needed to buy something I had been planning to buy.,joy,isear
When my relatives and I were in a car going slowly on a frozen á road.,fear,isear
My parents were having a typical family argument.  I came in and á saw the scene and became angry.,anger,isear
"I was going away, leaving a dear person behind.",sadness,isear
I visited a place in Morocco where they worked the leather.  I á saw the skins emerged in a liquid which ressembled putrification.,disgust,isear
At a friend's party there were several allusions to my sexual adventures.,shame,isear
"I was in a cafe with another person when, suddenly, several close á friends of my partner appeared.  I did not know what to do and my á partner felt uncomfortable.",guilt,isear
When I talk to my friends.,joy,isear
When I am walking on the streets and see a gang of thugs.,fear,isear
When people harrass me I feel oppressed by their behavior.,anger,isear
When I am with a friend and we have to leave each other.,sadness,isear
When I saw a film in which the man suffered from an illness and    á his skin came peeling off.,disgust,isear
When I was in the toilet and someone came in.,shame,isear
"[ When I act thinking that I know everything and I then realize á that there were things I had not thought about, thus hurting á others.]",guilt,isear
"[ Any situation in everyday life has this emotional sense, in á class, in the street, at home, at the table..........]",joy,isear
On a dark night I felt that there were several people near me á and I did not know who they were.,fear,isear
When I learned that several people had died in the street due to  á the cold weather.,anger,isear
"When I saw in the newspapers, on the T.V, and magazines the á chaotic situation caused by the drought and hunger in á Mauritania.",sadness,isear
The physical appearance of a meal.,disgust,isear
"I was with a group of people and everybody told me to do or say á something.  It was a confusing, strong and traumatic situation á for me.",shame,isear
"In a situation with my girlfriend I took a decision.  Later when á I thought about it, I realized that it was an erroneous decision.",guilt,isear
"One night, at a friend's place I realized that I had everything I á most wished, around me.",joy,isear
"During a demonstration I climbed up the closed central door of a á bus.  When the bus stopped I had to go back to the same place, á afraid that the police would see me.   ",fear,isear
"When I saw parents punishing their little child for something he á had not done.  In my opinion, even if he had done it he should á not have been punished for it.",anger,isear
A friend of mine was hurt as he thought that our relationship was á not the same as before and something had gone wrong.,sadness,isear
"When I was young, one day in the car we fell sick and ended up á vomitting on each other.",disgust,isear
The parents of a friend of mine surprised us and another couple á sleeping in thier place.,shame,isear
A friend of mine felt bad because of something I had done to á something that belonged to him.,guilt,isear
When they told me that I had been admitted to the faculty of á medicine.,joy,isear
Almost always when I go to fetch the results of an exam.,fear,isear
[ No description.],anger,isear
When I decided not to out any longer with a girl whom I liked á quite a lot.  This made me feel low for a some time.,sadness,isear
I saw a program on T.V where they had to saw a skull for an        á operation.,disgust,isear
"I was watching T.V with my parents and some pornographic scenes á came on, I felt uncomfortable and tried to distract my parents á attention by talking to them.",shame,isear
"When I used an adjective for a person without knowing what it á meant.   When I got to know the meaning, I felt guilty as it was á a clear and unfair insult.",guilt,isear
When I obtained good marks in a subject I had failed before.,joy,isear
When a friend of mine told me a horror story.,fear,isear
I was with my family and we found some abandoned puppies.  I á wanted to help them but everyone said no.  We then left.,anger,isear
At my grandfather's death.,sadness,isear
Seeing a film in which there were several bloody crimes.,disgust,isear
"At a concert an old man arrived and began to danse, sing and do á silly things.",shame,isear
"I had an argument with a friend of mine.  She would not let me á speak and then I began to shout at her.  She got angry and left, á I did not try to prevent her from leaving.",guilt,isear
When I was told that they had got tickets for me for a film á marathon I wanted to see.,joy,isear
We were on the road in a car when a lorry bypassed us.  We had to á swerve and we almost got run over.,fear,isear
I had applied for a job and they had assured me that the exams á would take place a few months later.  A week later I went to á obtain some more information and they told me that the exams had á already taken place.,anger,isear
"I received a letter from some friends, who do not live in Madrid, á telling me that they would not come on holiday.  I had arranged á everythiing for them.",sadness,isear
"I found a big, black spider near a bag of food.",disgust,isear
I was in a very small class and the professor said something á about me that made everyone look at me at the same time.,shame,isear
"I had arranged to meet my friends at a certain place, and I was á with other people.  My friends did not arrive and the people who á were with me began to get tired.  My friends were one hour late.",guilt,isear
The man I am going around with gave me a very special present.,joy,isear
"I thought that I would be scolded for a comment I had made, which á I should not have made.",fear,isear
"My sister came back home and reproached me for not having tidied á up the house, although I had been working all morning and she had á done nothing.",anger,isear
"At my grandfather's funeral.  I remembered that the thing he á liked and respected most was earth, I thought that he had á attained what he wanted and was not separated from it any longer.",sadness,isear
I had to wash my grandmother because she did not get to the á bathroom on time.,disgust,isear
In a very crowded shop I was distracted and missed my turn in the á queue.  A woman who was behind me began to shout at me asking me á either to pay more attention or to leave.,shame,isear
"When I was very young, one day, I kicked my grandmother and á caused her an injury which took a long time to heal.",guilt,isear
"When I saw a friend of mine, whom I had not seen for a long time á and I had lost his address and telephone number.",joy,isear
I was in my village when a bull jumped over a fence and started á chasing my friends and me.  We were very frightened till we á climbed up a tree.,fear,isear
"When I saw a car run over a child, out of carelessness.",anger,isear
I failed a subject despite the fact that I had studied quite a á lot for it.,sadness,isear
When I was walking in a field which had a lot of manure.,disgust,isear
I liked a boy and I would feel shy and then blush.  The more I á wanted to avoid it the more I blushed.,shame,isear
I am not very affectionate and I feel guilty as I do not give as á much affection as I receive.,guilt,isear
"I was spending the week-end with some friends.  We were waiting á for another friend and we went to the meet him at the bus stop, a  á woman we met there told us that the coach had already left.  I á was afraid that I would not see my friend, but at last we found á him.",joy,isear
"I was walking down a little village at night.  There was nobody á in the steet.  A dog began to bark, I felt that it was following á me.  Then I began to run, the other dogs started barking too.  At á last I arrived home.",fear,isear
My parents did not let me go on holidays with my friends.,anger,isear
I was told that a friend of mine was going to Mexico for good.,sadness,isear
Finding a hair in the soup.,disgust,isear
"I was at the University dining room, alone, and at a table next á to mine thre were several professors.  One of them asked me to á join them.  I refused but she insisted.  All the others started á looking at me and I had to move to their table.",shame,isear
"I had promised to say goodbye to a person who was going on a á trip, and I did not turn up.",guilt,isear
"I was on holidays, and I was going to meet a friend whom I had á not seen for six months.  Again I felt very happy.",joy,isear
"We were camping in the mountains, and a friend and I went for a á walk.  It was getting darker and darker and we were not sure of á the right way back.",fear,isear
I sent a book to a friend of mine.  The book meant a lot to me á and he lost it.,anger,isear
To say goodbye to dear friends after the holidays.,sadness,isear
"Ever since I have been a child, the sight of any kind of wound.",disgust,isear
"At the seaside, when a wave suddenly came and took off my bikini.",shame,isear
"One night, I went out with some friends for dinner and I did not á tell my parents that I would come back late.  I thought of á phoning but in the end I did not.  When I arrived home, my á parents were very worried.",guilt,isear
"My sister in law was about to have a child, and there were some á problems.  They had to do a Caesarean.  After a while, everything  á was all right.",joy,isear
Waiting for my marks in a difficult subject.,fear,isear
"I gave some personal information to a friend of mine, and he told á it to some others who were implicated in the affair.",anger,isear
"The holidays come to an end, and the next day we had to go back á to University and to the exams.",sadness,isear
There was a cat on the street.  It had been run over and its head was á open.  We passed beside it.,disgust,isear
"At a meeting with over one hundred people, they decided who had to speak á from the stand by drawing lots.",shame,isear
I had a small argument with a relative and some other people got á implicated.  It resulted in a proper row.,guilt,isear
"Last course, when I passed with good marks three subjects which I had á previously failed.",joy,isear
I was attacked by a man at a bus stop at night.,fear,isear
"My mother told me that I could not go to the mountains.  Despite á my age, as long as I am in her house I must do what she says.",anger,isear
When my nephew was taken to hospital with meningitis and we did á not know what would happen.,sadness,isear
I was drinking coffee in a cafe and I found a piece of scrubber á in my cup.,disgust,isear
"When I went to my boyfriend's house for lunch and saw his á parents, I felt that they were watching me all the time.",shame,isear
"At school, I did not tell the teacher that it was me who á had laughed, and she punished the entire class by making them á stay behind for one hour.",guilt,isear
"One evening, I was with a group of friends having a talk.  There á was a very trustful and joyful atmosphere.",joy,isear
"We were walking in the park at night.  It was very dark and very á late.  We began to hear foot steps all around us, and we could á not find our way out.",fear,isear
[ One day I arrived home rather tired and found the house..... In á addition I was asked many questions which I did not want to á answer.],anger,isear
I was selected to do a rest for a foreign ballet but I did not á have the money to do it.,sadness,isear
"In a film there was a scene in which a rat was sliding on a bed, á leaving a trace of blood behind, finally it entered the mouth of á one of the actors.",disgust,isear
I was swimming in the river and I lost the top of my bikini.  I á did not notice it and came out of water.  There was a á disagreeable classmate watching the scene.,shame,isear
"At a party, several comments were made about the personal á situation of one of the people present.  She was rather affected á and uncomfortable.",guilt,isear
"It was Saturday, my duties were over for a few hours and I could á at last be with the people I wanted to see.",joy,isear
"One night, I was alone at home.  My fear was caused by some á strange noises which put my imagination to work.",fear,isear
When I got to know about the reaction of a friend of mine in a á certain situation.  I had not expected him to react that way.,anger,isear
I felt alone among a large number of people.  I was sad to see á that nobody cared about what was happening to me.,sadness,isear
I saw a sort of black worm being attacked by many ants.,disgust,isear
When I met a friend of mine after several months.  ,shame,isear
When I noticed the negative changes in a friend's behaviour. ,guilt,isear
"I was going to my village, after having been rather oppressed in á Madrid. ",joy,isear
"I was watching a procession during the Holy week, and a penitent á approached me.",fear,isear
My mother read a letter that a friend of mine had written to me á telling me how she had got drunk the last time.,anger,isear
[ No response.],sadness,isear
"I found a cockroach crushed between two folders in my bedroom, I á called my mother.",disgust,isear
I ride my motorbike in my village and everyone stares at me as if á I was a rare specimen.,shame,isear
"I was spending a few days at my aunt's place.  One night I got á home very late, I had told them I was going to a party but I went á to another place.  They were very worried.",guilt,isear
Last Summer I achieved someting that I had been wanting for a á long time.,joy,isear
I was in a camp and went out for a walk at night on my own.  I lost  á my way and spent several hours looking for the camp.,fear,isear
My parents scolded me a lot for something I had not done.  It was á my sister who had done it.,anger,isear
[ No response.],sadness,isear
At the hypocrisy of some of my friends.,disgust,isear
I greeted and embraced the wrong person thinking that it was my á friend.,shame,isear
"Due to a misunderstanding on my part, two of my best friends á quarelled.",guilt,isear
"When my brother was born, everything went all right.  It had been á very likely that he would have a deficiency (my sister suffers á from Down's Syndrome) and that my mother would be in danger.",joy,isear
When we got lost in Florence and the coach did not turn up until á midnight.  I had no place to go to and there were strange reports á at the police station.,fear,isear
When an English teacher unfairly made me repeat a semester which á I thought I had passed.  I had to ask my parents for some more á money to carry on studying.,anger,isear
"The person whom I liked most left me for a friend of mine, after á several months of mutual help and a profound knowledge of each á other.",sadness,isear
"In a park near our home, a group of young people who were á strangely dressed were seated in the middle of the street.  They á began to eat while carressing each other.",disgust,isear
"I feel this emotion very often when I try to express my feelings á in public, because other people do not understand my reactions á and think that I am silly. ",shame,isear
A friend of mine said in a group that she felt lonely and á withdrawn from everyone because of mental deficiency.,guilt,isear
When I passed the university entrance exam.  I had thus finished á with a difficult period of my life and I was about to begin one á which I had desired a lot.,joy,isear
"When I was at home alone, I felt a super-natural force, dangerous á for me and the people close to me.",fear,isear
"When my father made my mother go through really terrible á situations, I felt furious, impotent, nervous, upset, ........",anger,isear
"When a person whom I loved and admired a lot died.  I felt empty, á lonely, helpless, without support, not knowing what to do.",sadness,isear
"When I came to know that my father and his parents were : self á interested, dirty, negative, egoist, bad peolpe,......",disgust,isear
I think that the only time I really felt shame was when I was á very young and I had to defecate on the street.  I was very á worried in case someone should see me.,shame,isear
When I was young I felt guilty because I thought that I had á commited a grave sin.,guilt,isear
"On my birthday, when I was given my presents.",joy,isear
We were riding in a friend's car.  He was driving very fast and á suddenly a another car crossed the road in front of us.  My á friend had to turn the car rapidly.,fear,isear
When I found one of my new pullovers wrinkled inside the á wardrobe.  My brother had done it.,anger,isear
When I went to see the result of an exam and saw that I had á failed.,sadness,isear
"When I was getting up, I found a live cockroach in my bedroom.",disgust,isear
The mother of a friend of mine passed by me and saw me sitting á on a boy's lap.  I tried to greet her but could not help á blushing.,shame,isear
A friend of mine had the sleeves of a leather coat stolen from á his car.  It was me who had left them there for everyone to see.,guilt,isear
"The final marks were to be given in the morning.  I wanted to get á there late because I was very afraid.  When I arrived there, á everybody was very happy and I had also passed.  We had a á wonderful time all day long.",joy,isear
I went to visit a friend in hospital.  He was going to be á operated the next day.  I was afraid that they would not let me á in and I did not know what his reaction would be on seeing me.,fear,isear
"A friend of mine played a joke on another friend over the á telephone.  This friend, crying, called me and I got very angry á and made the other person apologize.",anger,isear
A friend of mine told me that my boyfriend had been with another á girl this Summer.  We had been going out together for four years á and we had not done so for the last three months.  I could not á believe it.,sadness,isear
 I was at a friend's place for lunch and she fell ill and á vomited.,disgust,isear
I was dancing in a theatre.  I was not sure whether some frieends á of mine had come to see me.  I was very scared of doing things á wrong.,shame,isear
Classes were over and I wanted to go home.  A friend of mine á asked me to wait for half an hour to take him back home.  I said á no.  ,guilt,isear
"On holiday, seeing the lanscape in Gerona.",joy,isear
Travelling by coach on a rather narrow and wet road.,fear,isear
They wanted me to pay for a ticket twice because they said that á the one I had was out of date.,anger,isear
When I came back from my holidays.,sadness,isear
When I saw an insect going up my arm.,disgust,isear
When I entered a bar looking for a friend.,shame,isear
Arguing with my younger cousin.  She is rather a nuisance but I á felt sorry.,guilt,isear
When some friends of mine asked me to go camping with them for a á fortnight.,joy,isear
"Once, when I was very young, my mother left me alone in the á house and came back very late.",fear,isear
When my aunt told me angrily that I was a good-for-nothing and á she was fed up with my behaviour.,anger,isear
When my parents and sister went on a trip and I was separated á from them for about three months.,sadness,isear
When a person I did not know hurt a friend of mine.,disgust,isear
When the literature teacher made me recite a poem in the middle á of the class and I had to gesticulate.,shame,isear
"Once, when I arrived home very late, my parents had an argument á because of this; my mother wanted to stand up for me.",guilt,isear
I phoned a friend of mine to ask her for news about the marks in á an exam.  She told me that I had passed.,joy,isear
"I was spending my summer holidays in a village.  My friend and I á were coming back from a discotheque at night and we heard a noise á from an alley.  We were very scared and we got into my friend's house. á  A moment later, an unknown car picked up a person from this á alley.",fear,isear
"My mother and I had an argument over buying some clothes for me.  á She did not accept the fact that I did not like the same things á as her, and we ended up shouting at each other.",anger,isear
"One day, I was home and there was a phone call informing me that á some of my relatives had died in an accident.",sadness,isear
"When I saw a film in which there was a scene where women were cut á to pieces.  Above all, it was the blood and the confusion which á impressed me most.",disgust,isear
I was walking to school and I passed by a red cross post where á there were many soldiers.  They began to pass remarks at me.,shame,isear
A friend of mine trusted me to back her in a decision she had á made.  But when the moment came I did not agree with her opinion.,guilt,isear
I was told that I had passed the statistics exam.  I had not á expected this so I was very happy.,joy,isear
When my brother hit his head and lost consciousness at the sports á practice.  For some time he could not remember what had happened á but he recovered later.,fear,isear
I get angry with my brothers and sisters when they do something á that I do not like.  They know this and still do it so as to á tease me.,anger,isear
When my grandfather died.,sadness,isear
When opened a box of biscuits and found worms inside.,disgust,isear
When I was young I was told to to the shop to buy a dozen eggs.  á I went and asked for one egg and the people in the shop laughed á at me and so did my family when I told them what had happened.,shame,isear
When I arrived home late at night.  I know that my mother gets á worried and this made me feel angry.,guilt,isear
When I spoke to my daughter and wished her luck for the á examinations she was about to take.,joy,isear
"When I was told that my daughter, who is at a boarding school, á was very ill and that they needed me there the same day.",fear,isear
"One day in a clinic, the father of a child came in and assaulted á a colleague for something that she had not done deliberately.",anger,isear
When I was told that my uncle had passed away.,sadness,isear
The transport to pick us up for lunch was always late and the á driver made the same excuse every day.,disgust,isear
"One day when I came back home, I found my favourite dish broken.  á I blamed the servant for it, later I found out that it was not á the servant but my daughter who had broken it.",shame,isear
When I did not give back a text book to a friend in time.,guilt,isear
When a cousin of mine was discharged from the hospital after       á a long illness.  I had thought that this illness would never end.,joy,isear
"When a man who had a knife grabbed me and threatened me with it,   á during my holidays in Monze.á ",fear,isear
A certain friend tried to push me off a seat in a very violent á way for no apparent reason.  It may be that he was excited about á something.,anger,isear
When the neighbour of a friend of mine was stabbed to death by á thieves in Kabwe.  They stole his van.,sadness,isear
"When we were young, a friend of mine tried to dissect a frog while  á we were playing near his home.",disgust,isear
"The time I shouted at most of my friends at a party.  It was as if á  all my friends had done something wrong, or may be it was the á influence of the beer.",shame,isear
"When I blamed my niece for misplacing my book, she denied having á touched or seen it but I carried on insisting that it was her.",guilt,isear
"After going through much shame, I became a Christian and á something new happened in my heart.  Joy that overflows was á manifest in me.",joy,isear
"When I was about six years old, I mistook a cat for a leopard      á when it entered my room at night.",fear,isear
"When I lost my father on the 25th of September,1970.  He died of á a sore on the leg.",sadness,isear
When I failed the grade 7 twice and only passed it the third á time.,disgust,isear
"I was going around with a foreigner's wife and my entire family á got to know about it, this was just when I had become a á Christian.",shame,isear
